ردیف,رسته,شماره جواز,مدیر واحد صنفی,تلفن 1,تلفن 2,نشانی
475,خرده فروشي سکه طلا,۰۴۶۶۱۳۹۰۹۸,مسعود عسگرزاده,۲۲۵۰۲۳۷۴,۰۹۱۲۱۲۴۴۷۷۷,"آدرس:  بزرگراه  رسالت  مجيديه  اول  خيابان  استاد  حسن  بنا  جنوبي
پلاک  آبی:
کد  پستی:  ۱۶۳۳۶۹۳۱۱۱"
476,خرده فروشي سکه طلا,۰۴۶۸۴۰۵۱۶۴,فلاح الدین قوچانی,۳۳۹۴۹۸۰۴,۰۹۱۲۱۲۴۴۷۷۷,"آدرس:  خيابان  پانزده  خرداد  کوچه  تکيه  دولت  پاساژمحمدي
پلاک  آبی:
کد  پستی:  ۱۱۱۴۹۴۶۳۶۸"
477,خرده فروشي سکه طلا,۰۴۶۸۴۰۰۸۳۷,مهدی رستگاررازی,۵۵۶۱۷۵۶۳,۰۹۱۲۱۲۴۴۷۷۷,"آدرس:  خيابان  ۱۵  خرداد  سبزه  ميدان  پاساژايرانيان
پلاک  آبی:
کد  پستی:  ۱۱۶۱۷۶۶۰۳۸"
478,خرده فروشي سکه طلا,۰۴۶۸۳۸۱۸۷۲,منیر میرزاجانی,۵۵۶۲۱۴۴۸,۰۹۱۲۱۲۴۴۷۷۷,"آدرس:  خ  ۱۵  خرداد  بازار  زرگرها  پاساژ  صنايع  دستي  طبقه  اول
پلاک  آبی:
کد  پستی:  ۱۱۶۱۷۵۷۹۴۳"
479,خرده فروشي سکه طلا,۰۴۶۸۳۷۶۵۹۸,فاطمه ولی دخت کتیرانی,۸۸۹۲۴۴۷۵,۰۹۱۲۱۲۴۴۷۷۷,"آدرس:  خيابان  وليعصر  روبروي  دو  راهي  يوسف  آباد
پلاک  آبی:
کد  پستی:  ۱۵۹۵۶۴۳۱۱۳"
480,خرده فروشي سکه طلا,۳۶۲۰۲۸۴۱۵۶,کورش مسقطی,۸۸۶۹۹۹۵۱,۰۹۱۲۱۲۴۴۷۷۷,"آدرس:  شهرک  قدس  بلوار  فرحزادي  خيابان  ارغوان  شرقي  پاساژ  ارغوان
پلاک  آبی:
کد  پستی:  ۱۹۹۸۹۵۸۶۳۵"
481,خرده فروشي سکه طلا,۰۴۶۸۳۶۳۴۲۶,سمیه جلالی قزاال,۲۲۷۱۲۶۷۱,۰۹۱۲۱۲۴۴۷۷۷,"آدرس:  تهران  سعادت  آباد  ميدان  کاج  پاساژ  سروستان
پلاک  آبی:
کد  پستی:  ۱۹۹۷۹۹۸۱۵۵"
482,خرده فروشي سکه طلا,۰۴۶۸۳۵۹۳۹۵,میترا عبداله پورنژدی,۶۶۳۴۱۸۹۸,۰۹۱۲۱۲۴۴۷۷۷,"آدرس:  فردوسي  شمالي  نرسيده  به  ميدان  فردوسي  مرکز  تجارت  جهاني  فردوسي
پلاک  آبی:
کد  پستی:  ۱۱۴۵۶۸۳۷۰۴"
483,خرده فروشي سکه طلا,۰۴۶۸۳۵۵۵۴۹,مهدی دهخوارقانی,۶۶۷۱۱۸۴۳,۰۹۱۲۱۲۴۴۷۷۷,"آدرس:  خيابان  فردوسي  شمالي  بالاتر  از  شرکت  فرش
پلاک  آبی:
کد  پستی:  ۱۱۴۵۶۱۵۸۳۳"
484,خرده فروشي سکه طلا,۰۴۶۸۳۵۵۴۶۱,آرمین باقراوغلی,۵۵۹۸۰۲۸۸,۰۹۱۲۱۲۴۴۷۷۷,"آدرس:  خيابان  ۱۵خرداد  ابتداي  بازار  زرگرها
پلاک  آبی:
کد  پستی:  ۱۱۶۱۷۷۳۴۴۷"
485,خرده فروشي سکه طلا,۰۴۶۸۳۵۴۹۵۹,ولی اله رسول پناه,,۰۹۱۲۱۲۴۴۷۷۷,"آدرس:  خيابان  انقلاب  اسلامي  نرسيده  به  ميدان  فردوسي
پلاک  آبی:
کد  پستی:  ۱۱۳۱۹۶۳۷۶۵"
486,خرده فروشي سکه طلا,۰۴۶۸۳۵۴۷۲۰,فرهاد فتح اله زاده,۸۸۹۲۹۸۱۵,۰۹۱۲۱۲۴۴۷۷۷,"آدرس:  کريمخان  زند  نبش  خيابان  حافظ  پاساژ  الماس  کريم  خان
پلاک  آبی:
کد  پستی:  ۱۵۹۸۷۳۸۰۰۳"
487,خرده فروشي سکه طلا,۰۴۶۸۳۴۰۹۳۱,سید مرتضی دوراندیش,۲۲۰۶۹۵۰۶,۰۹۱۲۱۲۴۴۷۷۷,"آدرس:  سعادت  آباد  ميدان  کاج  پاساژکسري
پلاک  آبی:  ۶
کد  پستی:  ۱۹۹۸۶۱۳۱۷۸"
488,خرده فروشي سکه طلا,۰۴۶۶۱۰۸۵۲۹,علیرضا بندرومی خیابان,۶۶۵۷۵۱۴۹,۰۹۱۲۱۲۴۴۷۷۷,"آدرس:  خيابان  رودکي  چهارراه  آذربايجان  روبروي  بيمارستان  اقبال  پاساژ  روما
پلاک  آبی:
کد  پستی:  ۱۳۴۵۷۳۶۸۵۳"
489,خرده فروشي سکه طلا,۰۱۳۳۷۷۲۳۳۹,عباس پور مهاباد,۵۵۵۹۸۲۷۰,۰۹۱۲۱۲۴۴۷۷۷,"آدرس:  خيابان  ۱۵  خرداد  سبزه  ميدان  پاساژطلاوجواهر
پلاک  آبی:
کد  پستی:  ۱۱۶۱۷۸۳۱۸۶"
490,خرده فروشي سکه طلا,۰۴۶۸۲۹۳۵۰۳,مجتبی ایرانی,۸۸۵۴۰۵۱۰,۰۹۱۲۱۲۴۴۷۷۷,"آدرس:  ابتداي  خيابان  مطهري  جنب  بانک  سپه
پلاک  آبی:
کد  پستی:  ۱۵۹۵۸۱۳۵۱۷"
491,خرده فروشي سکه طلا,۰۴۶۸۳۱۹۱۷۶,امیر پازکی,۵۵۶۲۵۳۶۸,۰۹۱۲۱۲۴۴۷۷۷,"آدرس:  خيابان  پانزده  خرداد  بازار  زرگرها  بازار  صحافها  پاساژ  ايرانيان
پلاک  آبی:
کد  پستی:  ۱۱۶۱۷۶۶۰۰۱"
492,خرده فروشي سکه طلا,۰۴۶۸۳۱۲۲۰۴,محمود شایق,۲۲۰۸۰۹۶۵,۰۹۱۲۱۲۴۴۷۷۷,"آدرس:  سعادت  آباد  ميدان  کاج  پاساژ  ابريشم
پلاک  آبی:
کد  پستی:  ۱۹۹۸۶۱۴۱۳۴"
493,خرده فروشي سکه طلا,۰۴۶۸۲۸۰۴۳۱,الهام گرم آبدری,_,۰۹۱۲۱۲۴۴۷۷۷,"آدرس:  خيابان  پيروزي  چهارراه  کوکا  کولا  پاساژپانوراما
پلاک  آبی:
کد  پستی:  ۱۷۳۶۸۱۳۳۶۶"
494,خرده فروشي سکه طلا,۰۴۶۸۲۸۲۱۱۹,ناصر شمس مقدم,۵۵۶۳۹۵۰۶,۰۹۱۲۱۲۴۴۷۷۷,"آدرس:  خيابان  ۱۵  خرداد  بازار  بزرگ  زرگرها  پاساژ  فروردين
پلاک  آبی:
کد  پستی:  ۱۱۶۱۶۵۵۸۱۳"
495,خرده فروشي سکه طلا,۰۴۶۸۲۸۸۱۴۲,محمدرضا پاک خصال,۸۶۰۳۸۲۵۳,۰۹۱۲۱۲۴۴۷۷۷,"آدرس:  خيابان  کريمخان  نبش  حافظ  شمالي  مجتمع  تجاري  الماس  کريمخان
پلاک  آبی:
کد  پستی:  ۱۵۹۸۷۳۸۱۰۳"
496,خرده فروشي سکه طلا,۰۴۶۸۲۹۶۲۸۱,علی معیری,۸۶۰۳۸۲۶۵,۰۹۱۲۱۲۴۴۷۷۷,"آدرس:  خيابان  کريم  خان  تقاطع  خيابان  حافظ  مجتمع  الماس  کريمخان
پلاک  آبی:
کد  پستی:  ۱۵۹۸۷۳۷۹۰۱"
497,خرده فروشي سکه طلا,۰۱۳۳۷۸۴۷۹۱,ابوالحسن پورمردی دنبرانی,۵۵۶۱۶۴۳۰,۰۹۱۲۱۲۴۴۷۷۷,"آدرس:  خيابان  ۱۵  خرداد  سبزه  ميدان  بازار  طلاوجواهر  ايران  زيرزمين
پلاک  آبی:
کد  پستی:  ۱۱۶۱۷۸۳۱۱۸"
498,خرده فروشي سکه طلا,۰۴۶۱۸۲۰۹۵۵,غلامحسین محسنی زاد,۸۸۸۰۰۵۹۳,۰۹۱۲۱۲۴۴۷۷۷,"آدرس:  خيابان  کريم  خان  بين  آبان  و  حافظ  پاساژ  نگين
پلاک  آبی:
کد  پستی:  ۱۵۹۷۶۱۷۳۳۵"
499,خرده فروشي سکه طلا,۰۴۶۸۲۶۰۶۲۰,محسن پازوکی,۵۵۶۱۸۷۱۹,۰۹۱۲۱۲۴۴۷۷۷,"آدرس:  خيابان  پانزده  خرداد  بازار  صحافها  پاساژ  ايرانيان
پلاک  آبی:
کد  پستی:  ۱۱۶۱۷۶۶۰۰۰"
500,خرده فروشي سکه طلا,۰۴۶۸۲۶۴۰۶۹,فرشاد میرسالاری,۸۸۶۶۶۲۰۷,۰۹۱۲۱۲۴۴۷۷۷,"آدرس:  تقاطع  ميرداماد  و  وليعصر  برج  اسکان
پلاک  آبی:
کد  پستی:  ۱۹۶۹۶۱۳۳۶۸"
501,خرده فروشي سکه طلا,۰۴۶۸۲۶۷۷۱۵,وحید اسکندری,,۰۹۱۲۱۲۴۴۷۷۷,"آدرس:  خيابان  پانزده  خردادسراي  سينا  سنتر
پلاک  آبی:
کد  پستی:  ۱۱۱۴۹۴۸۶۲۸"
502,خرده فروشي سکه طلا,۰۴۶۸۲۳۸۶۳۳,صباح دانشمند,۳۳۹۷۸۸۳۵,۰۹۱۲۱۲۴۴۷۷۷,"آدرس:  خيابان  لاله  زار  جنوبي  بازار  لاله  زار
پلاک  آبی:
کد  پستی:  ۱۱۴۴۷۳۴۹۷۸"
503,خرده فروشي سکه طلا,۰۱۳۵۱۱۴۴۰۳,محمدتقی بادروج,۵۵۵۹۸۴۰۱,۰۹۱۲۱۲۴۴۷۷۷,"آدرس:  خيابان۱۵  خرداد  سبزه  ميدان  پاساژ  طلا  و  جواهر
پلاک  آبی:
کد  پستی:  ۱۱۶۱۷۸۳۱۸۳"
504,خرده فروشي سکه طلا,۰۰۲۹۱۵۴۰۰۶,تورج سلمان زاده مغانی,۵۵۶۱۶۴۶۳,۰۹۱۲۱۲۴۴۷۷۷,"آدرس:  خيابان  ۱۵  خرداد  زيرزمين  سبزه  ميدان  پاساژ  طلاو  جواهر  ايران
پلاک  آبی:
کد  پستی:  ۱۱۶۱۷۸۳۳۶۳"
505,خرده فروشي سکه طلا,۰۲۰۴۱۰۳۸۱۱,سیامک ملاجعفر,۸۸۹۰۰۲۸۲,۰۹۱۲۱۲۴۴۷۷۷,"آدرس:  خيابان  کريم  خان  زند  بين  حافظ  و  آبان  ساختمان  نگين
پلاک  آبی:
کد  پستی:  ۱۵۹۷۶۱۷۳۶۶"
506,خرده فروشي سکه طلا,۰۴۶۸۲۵۹۱۰۶,سيد محمدرضا زين العابدين نظري,۵۵۵۹۸۱۵۰,۰۹۱۲۱۲۴۴۷۷۷,"آدرس:  خيابان  پانزده  خرداد  پاساژطلا  وجواهر  ايران
پلاک  آبی:
کد  پستی:  ۱۱۶۱۷۸۳۵۱۴"
507,خرده فروشي سکه طلا,۰۴۶۸۲۵۸۳۵۸,حميد اکبري پور,۲۶۴۰۴۱۳۱,۰۹۱۲۱۲۴۴۷۷۷,"آدرس:  بلوار  ميرداماد  نبش  خيابان  تبريزيان  مقابل  بانک  مرکزي  پاساژ  رز
پلاک  آبی:
کد  پستی:  ۱۹۱۹۹۹۳۴۷۶"
508,خرده فروشي سکه طلا,۰۴۶۸۲۴۰۲۶۸,محمدرضا شاه بداقی,,,"آدرس:  جنت  آبادجنوبي  پاساژالماس
پلاک  آبی:
کد  پستی:  ۱۴۷۳۹۴۳۰۹۱"
509,خرده فروشي سکه طلا,۰۴۶۸۲۴۰۰۷۰,مریم بروجردی,۵۵۶۳۹۲۶۷,,"آدرس:  ۱۵خرداد  سبزه  ميدان  بازار  کفاش  ها  پاساژ  آرمون
پلاک  آبی:
کد  پستی:  ۱۱۶۱۷۵۶۵۷۸"
510,خرده فروشي سکه طلا,۰۴۶۸۲۳۷۳۷۸,علیرضا مومنی,۵۵۵۹۸۱۰۸,,"آدرس:  خيابان  پانزده  خردادزيرزمين  سبزه  ميدان
پلاک  آبی:
کد  پستی:  ۱۱۶۱۷۸۳۱۴۶"
511,خرده فروشي سکه طلا,۰۴۶۸۲۱۳۷۴۶,علی صیادی زاده,۸۸۲۵۵۳۰۰,,"آدرس:  گيشا  خيابان  فاضل  شمالي  مجتمع  تجاري  نصر
پلاک  آبی:
کد  پستی:  ۱۴۴۶۶۱۳۹۸۹"
512,خرده فروشي سکه طلا,۰۴۶۸۲۱۵۹۹۱,شکوفه اکبری رحمت آبادی,۶۶۷۱۰۱۸۲,,"آدرس:  خ-  جمهوري  نرسيده  به  چهارراه  استانبول  روبروي  بابي  ساندز  نبش  پاساژ  آرمان
پلاک  آبی:
کد  پستی:  ۱۱۳۵۸۵۶۷۱۱"
513,خرده فروشي سکه طلا,۰۴۶۸۲۱۹۵۶۱,کورش گوهربین,۸۸۷۷۷۳۰۱,,"آدرس:  خيابان  وليعصر(عج)  بالاتراز  ظفر  برج  کيان
پلاک  آبی:
کد  پستی:  ۱۹۶۸۶۴۳۴۱۱"
514,خرده فروشي سکه طلا,۰۴۶۸۲۲۰۷۸,داود جلالی,۸۸۷۱۵۴۵۴,,"آدرس:  خيابان  يوسف  آباد  بين  خيابان  ۱۵  و۱۷
پلاک  آبی:
کد  پستی:  ۱۴۳۳۶۸۳۱۷۴"
515,خرده فروشي سکه طلا,۰۴۶۸۲۲۵۱۷۵,حمیدرضا حسین زاده تقوائی,۵۵۷۵۸۱۶۸,,"آدرس:  امامزاده  حسن  پاساژدياموند
پلاک  آبی:
کد  پستی:  ۱۳۵۸۸۱۴۳۱۶"
516,خرده فروشي سکه طلا,۰۴۶۸۲۲۵۱۹۴,حسین صادقی,۵۵۵۹۸۳۷۱,,"آدرس:  ۱۵  خرداد  سبزه  ميدان  پاساژ  سبزه  ميدان
پلاک  آبی:
کد  پستی:  ۱۱۶۱۷۸۳۳۸۷"
517,خرده فروشي سکه طلا,۰۱۳۵۱۳۳۳۰۰,حسن عباسی آذر,۰۲۱۵۵۶۱۶۳۱۶,,"آدرس:  خيابان  پانزده  خرداد  سبزه  ميدان  پاساژ  طلا  و  جواهر
پلاک  آبی:
کد  پستی:  ۱۱۶۱۷۸۳۵۴۸"
518,خرده فروشي سکه طلا,۰۴۶۸۱۸۹۴۲۷,مهدی رنجبرامند,۰۲۱۵۵۵۹۸۴۷۷,,"آدرس:  خيابان  ۱۵  خرداد  سبزه  ميدان  پاساژ  طلا  و  جواهر  زير  زمين
پلاک  آبی:
کد  پستی:  ۱۱۶۱۷۸۳۳۱۹"
519,خرده فروشي سکه طلا,۰۴۶۸۱۹۱۴۱۶,سیام سیاح,۰۲۱۲۶۷۰۵۵۶۴,,"آدرس:  خيابان  ميرداماد  مقابل  بانک  مرکزي  پاساژپاسارگاد
پلاک  آبی:
کد  پستی:  ۱۹۱۱۶۱۸۸۸۶"
520,خرده فروشي سکه طلا,۰۴۶۸۱۹۲۹۷۰,علی ترکاشوند,۰۲۱۴۶۱۴۲۲۴۱,,"آدرس:  ستارخان  بين  فلکه  اول  و  دوم  پاساژ  زرناب
پلاک  آبی:
کد  پستی:  ۱۴۵۱۷۹۳۹۲۸"
521,خرده فروشي سکه طلا,۰۴۶۸۱۹۳۰۵۶,حرمت السادات موسوی,۰۲۱۴۴۴۹۸۴۹۰,,"آدرس:  ميدان  پونک  مجتمع  تجاري  بوستان  بالاي  پله  برقي  بازارچه  شبنم
پلاک  آبی:
کد  پستی:  ۱۴۷۶۸۹۶۵۶۵"
522,خرده فروشي سکه طلا,۰۴۶۸۲۰۲۲۹۹,مهران شیرزاده دولق,۰۲۱۵۵۶۱۶۳۲۸,,"آدرس:  ۱۵  خرداد  سبزه  ميدان  پاساژ  سبزه  ميدان
پلاک  آبی:
کد  پستی:  ۱۱۶۱۷۸۳۱۶۳"
523,خرده فروشي سکه طلا,۰۴۶۸۲۰۲۴۹۵,علیرضا آزادمهر,۰۲۱۸۸۶۵۴۷۴۶,,"آدرس:  خيابان  وليعصر  نبش  ميرداماد  مجتمع  تجاري  اسکان
پلاک  آبی:
کد  پستی:  ۱۹۶۹۶۱۳۳۴۳"
524,خرده فروشي سکه طلا,۰۴۶۸۱۷۵۲۶۴,علیرضا سمیعی زفرقندی,۰۲۱۸۶۰۳۸۲۱۴,,"آدرس:  خيابان  کريمخان  نبش  خيابان  حافظ  مجتمع  تجاري  الماس  کريمخان
پلاک  آبی:
کد  پستی:  ۱۵۹۸۷۳۷۸۲۵"
525,خرده فروشي سکه طلا,۰۴۶۸۱۷۵۲۸۷,فرزاد مقدم نیا,,,"آدرس:  خيابان  وليعصر  بالاتر  از  خيابان  بهشتي  نرسيده  به  پارک  ساعي  نبش  کوي  راماتيا  مجتمع  تجاري  شهاب
پلاک  آبی:
کد  پستی:  ۱۵۱۱۷۳۴۹۳۹"
526,خرده فروشي سکه طلا,۰۰۲۹۱۶۸۵۸۰,محمد پیمبری,۰۲۱۸۸۸۹۹۰۷۵,,"آدرس:  خيابان  کريم  خان  زند  بين  حافظ  و  آبان  ساختمان  نگين
پلاک  آبی:
کد  پستی:  ۱۵۹۷۶۱۷۵۸۱"
527,خرده فروشي سکه طلا,۰۴۶۸۱۷۶۴۶۰,حبیب اله مزینانی,۰۲۱۸۸۹۰۸۵۱۴,,"آدرس:  خيابان  کريمخان  بين  حافظ  وعضدي  شمالي
پلاک  آبی:
کد  پستی:  ۱۵۹۷۶۱۷۹۶۴"
528,خرده فروشي سکه طلا,۰۱۳۳۷۹۱۰۲۰,علیرضا جواهریان,۰۲۱۶۶۷۳۴۵۳۴,,"آدرس:  خيابان  فردوسي  شمالي  بين  خيابان  کوشک  و  ميدان  فردوسي
پلاک  آبی:
کد  پستی:  ۱۱۴۵۶۸۳۵۴۶"
529,خرده فروشي سکه طلا,۰۴۶۸۱۸۰۲۴۵,داود صفا بخش شمالی,۰۲۱۴۴۶۰۷۷۳۷,,"آدرس:  جنت  آباد  بالاتر  از  همت  پاساژ  طوبي
پلاک  آبی:
کد  پستی:  ۱۴۷۵۶۳۴۷۸۴"
530,خرده فروشي سکه طلا,۰۴۶۸۱۸۱۱۴۲,ایرج خوش قدم اخلاقی,۰۲۱۴۴۲۳۴۰۴۰,,"آدرس:  فلکه  دوم  صادقيه  نبش  خيابان  نوزدهم  مجتمع  تجاري  افق
پلاک  آبی:
کد  پستی:  ۱۴۵۱۷۸۵۴۶۷"
531,خرده فروشي سکه طلا,۰۱۳۳۷۵۲۰۰۳,غلامرضا شمس زاده قمی,۰۲۱۵۵۶۱۶۴۷۳,,"آدرس:  خيابان  ۱۵  خرداد  سبزه  ميدان  پاساژ  طلاو  جواهر
پلاک  آبی:
کد  پستی:  ۱۱۶۱۷۸۳۴۱۱"
532,خرده فروشي سکه طلا,۰۴۶۸۱۶۵۷۰۷,سید مرتضی هاشمی,۰۲۱۷۷۹۳۱۲۸۹,,"آدرس:  ميدان  هفت  حوض  خيابان  شهيد  آيت  خيابان  رضوان  غربي
پلاک  آبی:
کد  پستی:  ۱۶۴۸۸۸۷۴۱۸"
533,خرده فروشي سکه طلا,۰۴۶۵۹۸۷۵۲۳,سیدرضا کرمانی,۰۲۱۴۴۶۴۰۱۰۰,,"آدرس:  شهرک  اکباتان  فاز  ۱  بازارچه  شماره  ۵
پلاک  آبی:
کد  پستی:  ۱۳۹۴۹۴۳۱۸۱"
534,خرده فروشي سکه طلا,۰۴۶۸۱۶۶۳۴۸,محمد عادل,۰۲۱۶۶۲۹۱۰۹۳,,"آدرس:  شهرک  ولي  عصر(عج)  خيابان  ياران  پاساژ  ۱۲۱
پلاک  آبی:
کد  پستی:  ۱۳۷۳۸۵۷۸۳۳"
535,خرده فروشي سکه طلا,۰۴۶۸۱۲۴۱۸۶,ابوالفضل چای پز,۵۵۶۱۶۴۱۴,,"آدرس:  خيابان  ۱۵  خرداد  سبزه  ميدان  پاساژطلا  وجواهر
پلاک  آبی:
کد  پستی:  ۱۱۶۱۷۸۳۳۱۷"
536,خرده فروشي سکه طلا,۰۴۶۸۱۲۶۶۰۲,امیر مهدی موسوی شوشتری,۸۸۷۸۳۱۴۶,,"آدرس:  ميدان  ونک  بازار  ونک
پلاک  آبی:  ۴
کد  پستی:  ۱۹۶۹۹۴۳۱۳۱"
537,خرده فروشي سکه طلا,۰۴۶۸۱۳۱۲۷۷,کیوان عباس نژاد,۲۲۰۸۰۹۷۸,,"آدرس:  سعادت  آباد  ميدان  کاج  پاساژ  کسري
پلاک  آبی:  ۶
کد  پستی:  ۱۹۹۸۶۱۳۱۸۳"
538,خرده فروشي سکه طلا,۰۴۶۶۰۷۲۲۷۷,مرتضی اینانلو,۵۵۶۱۶۴۷۷,,"آدرس:  خيابان  ۱۵  خرداد  سبزه  ميدان  پاساژطلاوجواهرايران
پلاک  آبی:
کد  پستی:  ۱۱۶۱۷۸۳۱۱۲"
539,خرده فروشي سکه طلا,۰۴۶۸۱۴۴۷۵۰,سعید معیری,۳۳۳۶۶۸۳۱,,"آدرس:  خيابان  پيروزي  پاساژکساء
پلاک  آبی:  ۳۰۶
کد  پستی:  ۱۷۶۵۶۹۳۱۶۵"
540,خرده فروشي سکه طلا,۰۴۶۸۱۴۶۰۴۰,علی رستم,۵۵۶۹۴۳۰۴,,"آدرس:  ۱۵  خرداد  بازار  زرگرها  پاساژ  صنايع  دستي
پلاک  آبی:  ۲۵
کد  پستی:  ۱۱۶۱۷۵۷۹۹۴"
541,خرده فروشي سکه طلا,۰۴۶۸۱۴۶۰۷۴,تورج نجاتی رستمی,۴۴۲۸۸۵۴۱,,"آدرس:  ميدان  فلکه  دوم  صادقيه  ضلع  جنوب  شرقي  پاساژ  گلديس  تراس  غربي
پلاک  آبی:  ۵۵
کد  پستی:  ۱۴۵۱۷۹۶۳۹۷"
542,خرده فروشي سکه طلا,۰۴۱۴۳۷۲۸۶۳,عباس یوسف زاده,۸۸۸۰۲۵۶۸,,"آدرس:  خيابان  کريم  خان  زند  خيابان  عضدي  بن  بست  واعظي
پلاک  آبی:  ۱
کد  پستی:  ۱۵۹۸۷۸۳۹۴۹"
543,خرده فروشي سکه طلا,۰۴۲۴۹۶۹۶۲۴,علی اکبر روستائی,۳۳۱۱۳۰۳۶,,"آدرس:  خيابان  ۱۵  خرداد  سراي  چيت  ساز
پلاک  آبی:  ۵۳۱
کد  پستی:  ۱۱۱۶۹۵۹۶۷۱"
544,خرده فروشي سکه طلا,۰۴۶۸۰۷۳۰۷۳,یوسف میرزاحسین کاشانی,۵۷۷۶۷۰۰۰,,"آدرس:  گاندي  جنوبي  بين  خيابان  ۲۳  و  ۲۵
پلاک  آبی:  ۸۵
کد  پستی:  ۱۵۱۷۹۴۳۱۱۷"
545,خرده فروشي سکه طلا,۰۴۶۸۰۷۵۳۴۳,محمد ابریشمی,۸۶۰۳۸۸۵۶,,"آدرس:  کريم  خان  زند  نبش  حافظ  مجتمع  کريمخان  زند  ورودي  حافظ
پلاک  آبی:  ۲۸۰
کد  پستی:  ۱۵۹۸۷۳۷۸۰۰"
546,خرده فروشي سکه طلا,۰۴۶۸۰۸۵۹۰۲,مهدی وهابی,۳۳۹۰۴۰۸۰,,"آدرس:  خيابان  ۱۵  خرداد  بازار  بزرگ  زرگرها  جنب  پاساژ  حکيم  هاشمي
پلاک  آبی:
کد  پستی:  ۱۱۶۱۷۷۴۷۳۴"
547,خرده فروشي سکه طلا,۰۴۶۸۰۹۹۳۴۳,بهنام مرادی,۵۵۷۷۴۹۹۱,,"آدرس:  امامزاده  حسن  جنب  بانک  ملي  پاساژ  مقدم
پلاک  آبی:  ۳۱۹
کد  پستی:  ۱۳۵۸۸۱۴۳۷۴"
548,خرده فروشي سکه طلا,۰۴۶۸۰۸۷۰۴۹,فریدون صالح پور,۵۵۶۲۴۸۷۴,,"آدرس:  خيابان۱۵خرداد  بازار  زرگرها  بازار  صحافها  پاساژ  ايرانيان
پلاک  آبی:  ۴۶
کد  پستی:  ۱۱۶۱۷۶۶۰۱۳"
549,خرده فروشي سکه طلا,۰۴۶۸۱۰۹۴۳۰,سعید پیمبری,۶۸۰۳۸۱۲۹,,"آدرس:  خيابان  کريم  خان  زند  نبش  خيابان  حافظ  پاساژ  الماس
پلاک  آبی:  ۲۸۰
کد  پستی:  ۱۵۹۸۷۳۷۷۲۱"
550,خرده فروشي سکه طلا,۰۴۶۸۱۰۷۱۹۲,امیر ذکائیان,۴۴۶۴۲۸۴۲,,"آدرس:  شهرک  اکباتان  فازيک  بازارچه۸
پلاک  آبی:
کد  پستی:  ۱۳۹۴۷۷۳۳۱۱"
551,خرده فروشي سکه طلا,۰۴۶۸۱۰۷۱۳۵,مهرداد یزدی,۷۷۴۹۹۱۴۶,,"آدرس:  ميدان  نبوت  ضلع  شمال  شرقي  پاساژ  ايده  آل
پلاک  آبی:  ۶۳
کد  پستی:  ۱۶۴۹۶۱۳۵۴۳"
552,خرده فروشي سکه طلا,۰۴۶۸۱۰۷۴۷۸,حسام زارع خورمیزی,۲۶۳۲۴۳۳۹,,"آدرس:  مجيديه  شمالي  ضلع  جنوب  شرقي  ميدان  ملت  مجتمع  تجاري  نگين  ملت
پلاک  آبی:  ۱۱۲
کد  پستی:  ۱۶۷۳۸۱۵۸۴۵"
553,خرده فروشي سکه طلا,۰۴۶۸۱۱۰۳۶۱,حمیدرضا ابراهیمی فره,۵۵۷۴۴۵۸۴,,"آدرس:  امامزاده  حسن  پاساز  مهدي
پلاک  آبی:  ۳۴۳
کد  پستی:  ۱۳۵۸۸۱۴۶۳۷"
554,خرده فروشي سکه طلا,۰۴۶۸۱۱۴۶۱۷,سیما حقیقت پرست,۳۶۹۱۶۰۹۶,,"آدرس:  ناصر  خسرو  بعد  از  مروي  پاساژ  شمس  العماره
پلاک  آبی:  ۷۲
کد  پستی:  ۱۱۱۴۹۴۵۰۳۰"
555,خرده فروشي سکه طلا,۰۴۶۷۰۶۴۶۲۹,اصغر مسعودي,۵۵۵۹۸۱۹۱,,"آدرس:  خيابان  ۱۵  خرداد  زيرزمين  سبزه  ميدان
پلاک  آبی:
کد  پستی:  ۱۱۶۱۷۸۳۱۶۴"
556,خرده فروشي سکه طلا,۰۰۲۹۱۸۷۶۹۳,ابراهيم کميجاني,۳۳۱۱۸۲۵۵,,"آدرس:  خيابان  ناصرخسرو  پاساژ  آئينه  همکف
پلاک  آبی:  ۳۶
کد  پستی:  ۱۱۱۴۹۴۵۴۵۳"
557,خرده فروشي سکه طلا,۰۴۶۶۷۶۰۹۴۷,بهروز صمدزاده,۴۴۷۱۷۴۶۴,,"آدرس:  شهرک  راه  آهن  بلواراميرکبير  روبروي۱۸متري  اول  جنب  بانک  صادرات
پلاک  آبی:  ۳۱۰
کد  پستی:  ۱۴۹۳۶۵۳۵۸۱"
558,خرده فروشي سکه طلا,۰۴۶۷۷۹۳۷۳۵,بهروز رمضاني,۶۶۳۴۱۰۲۲,,"آدرس:  خيابان  فردوسي  شمالي  نرسيده  به  ميدان
پلاک  آبی:  ۴۹۱
کد  پستی:  ۱۱۴۵۶۸۳۷۴۹"
559,خرده فروشي سکه طلا,۰۴۱۵۰۹۰۰۸۵,احمد بايون سا,۶۶۷۱۰۱۸۱,,"آدرس:  خيابان  جمهوري  اسلامي  چهارراه  استانبول  پاساژ  گلشن
پلاک  آبی:  ۴۱۴
کد  پستی:  ۱۱۳۵۹۳۶۹۴۷"
